#bamPEFragmentSize
Size	Occurrences	Sample
184	4	CRAMP1_SANT_R1
185	2	CRAMP1_SANT_R1
186	5	CRAMP1_SANT_R1
187	4	CRAMP1_SANT_R1
188	6	CRAMP1_SANT_R1
189	2	CRAMP1_SANT_R1
190	2	CRAMP1_SANT_R1
191	3	CRAMP1_SANT_R1
192	4	CRAMP1_SANT_R1
193	5	CRAMP1_SANT_R1
194	5	CRAMP1_SANT_R1
195	2	CRAMP1_SANT_R1
196	4	CRAMP1_SANT_R1
197	7	CRAMP1_SANT_R1
198	4	CRAMP1_SANT_R1
199	2	CRAMP1_SANT_R1
200	6	CRAMP1_SANT_R1
201	2	CRAMP1_SANT_R1
202	4	CRAMP1_SANT_R1
203	2	CRAMP1_SANT_R1
204	3	CRAMP1_SANT_R1
205	6	CRAMP1_SANT_R1
206	2	CRAMP1_SANT_R1
207	4	CRAMP1_SANT_R1
208	7	CRAMP1_SANT_R1
209	2	CRAMP1_SANT_R1
210	3	CRAMP1_SANT_R1
211	2	CRAMP1_SANT_R1
213	2	CRAMP1_SANT_R1
214	2	CRAMP1_SANT_R1
215	3	CRAMP1_SANT_R1
216	2	CRAMP1_SANT_R1
217	3	CRAMP1_SANT_R1
218	2	CRAMP1_SANT_R1
219	2	CRAMP1_SANT_R1
220	4	CRAMP1_SANT_R1
221	5	CRAMP1_SANT_R1
222	1	CRAMP1_SANT_R1
223	3	CRAMP1_SANT_R1
224	2	CRAMP1_SANT_R1
225	3	CRAMP1_SANT_R1
226	2	CRAMP1_SANT_R1
227	1	CRAMP1_SANT_R1
228	2	CRAMP1_SANT_R1
229	3	CRAMP1_SANT_R1
230	2	CRAMP1_SANT_R1
231	2	CRAMP1_SANT_R1
232	1	CRAMP1_SANT_R1
234	2	CRAMP1_SANT_R1
235	1	CRAMP1_SANT_R1
236	5	CRAMP1_SANT_R1
238	1	CRAMP1_SANT_R1
239	3	CRAMP1_SANT_R1
240	1	CRAMP1_SANT_R1
241	1	CRAMP1_SANT_R1
242	1	CRAMP1_SANT_R1
244	1	CRAMP1_SANT_R1
245	1	CRAMP1_SANT_R1
248	4	CRAMP1_SANT_R1
249	1	CRAMP1_SANT_R1
251	1	CRAMP1_SANT_R1
252	2	CRAMP1_SANT_R1
253	2	CRAMP1_SANT_R1
254	1	CRAMP1_SANT_R1
255	1	CRAMP1_SANT_R1
258	1	CRAMP1_SANT_R1
260	2	CRAMP1_SANT_R1
264	1	CRAMP1_SANT_R1
265	1	CRAMP1_SANT_R1
266	1	CRAMP1_SANT_R1
273	1	CRAMP1_SANT_R1
274	1	CRAMP1_SANT_R1
275	1	CRAMP1_SANT_R1
276	2	CRAMP1_SANT_R1
277	3	CRAMP1_SANT_R1
278	1	CRAMP1_SANT_R1
281	1	CRAMP1_SANT_R1
283	3	CRAMP1_SANT_R1
284	1	CRAMP1_SANT_R1
285	1	CRAMP1_SANT_R1
286	2	CRAMP1_SANT_R1
287	1	CRAMP1_SANT_R1
289	1	CRAMP1_SANT_R1
290	1	CRAMP1_SANT_R1
291	1	CRAMP1_SANT_R1
292	3	CRAMP1_SANT_R1
295	2	CRAMP1_SANT_R1
300	1	CRAMP1_SANT_R1
303	1	CRAMP1_SANT_R1
307	1	CRAMP1_SANT_R1
309	1	CRAMP1_SANT_R1
312	1	CRAMP1_SANT_R1
313	1	CRAMP1_SANT_R1
314	1	CRAMP1_SANT_R1
315	1	CRAMP1_SANT_R1
324	1	CRAMP1_SANT_R1
326	1	CRAMP1_SANT_R1
328	1	CRAMP1_SANT_R1
330	1	CRAMP1_SANT_R1
333	1	CRAMP1_SANT_R1
336	2	CRAMP1_SANT_R1
342	1	CRAMP1_SANT_R1
347	1	CRAMP1_SANT_R1
348	1	CRAMP1_SANT_R1
359	1	CRAMP1_SANT_R1
363	1	CRAMP1_SANT_R1
383	1	CRAMP1_SANT_R1
389	1	CRAMP1_SANT_R1
394	1	CRAMP1_SANT_R1
396	1	CRAMP1_SANT_R1
397	1	CRAMP1_SANT_R1
429	1	CRAMP1_SANT_R1
521	1	CRAMP1_SANT_R1
571	1	CRAMP1_SANT_R1
