#bamPEFragmentSize
Size	Occurrences	Sample
84	13	CRAMP1_SANT_R2
85	16	CRAMP1_SANT_R2
86	16	CRAMP1_SANT_R2
87	17	CRAMP1_SANT_R2
88	16	CRAMP1_SANT_R2
89	21	CRAMP1_SANT_R2
90	25	CRAMP1_SANT_R2
91	19	CRAMP1_SANT_R2
92	14	CRAMP1_SANT_R2
93	15	CRAMP1_SANT_R2
94	15	CRAMP1_SANT_R2
95	12	CRAMP1_SANT_R2
96	15	CRAMP1_SANT_R2
97	11	CRAMP1_SANT_R2
98	21	CRAMP1_SANT_R2
99	16	CRAMP1_SANT_R2
100	16	CRAMP1_SANT_R2
101	8	CRAMP1_SANT_R2
102	15	CRAMP1_SANT_R2
103	11	CRAMP1_SANT_R2
104	12	CRAMP1_SANT_R2
105	12	CRAMP1_SANT_R2
106	13	CRAMP1_SANT_R2
107	13	CRAMP1_SANT_R2
108	15	CRAMP1_SANT_R2
109	14	CRAMP1_SANT_R2
110	14	CRAMP1_SANT_R2
111	15	CRAMP1_SANT_R2
112	14	CRAMP1_SANT_R2
113	12	CRAMP1_SANT_R2
114	15	CRAMP1_SANT_R2
115	13	CRAMP1_SANT_R2
116	10	CRAMP1_SANT_R2
117	9	CRAMP1_SANT_R2
118	17	CRAMP1_SANT_R2
119	19	CRAMP1_SANT_R2
120	15	CRAMP1_SANT_R2
121	16	CRAMP1_SANT_R2
122	16	CRAMP1_SANT_R2
123	9	CRAMP1_SANT_R2
124	12	CRAMP1_SANT_R2
125	12	CRAMP1_SANT_R2
126	9	CRAMP1_SANT_R2
127	6	CRAMP1_SANT_R2
128	7	CRAMP1_SANT_R2
129	10	CRAMP1_SANT_R2
130	11	CRAMP1_SANT_R2
131	18	CRAMP1_SANT_R2
132	10	CRAMP1_SANT_R2
133	17	CRAMP1_SANT_R2
134	10	CRAMP1_SANT_R2
135	7	CRAMP1_SANT_R2
136	4	CRAMP1_SANT_R2
137	9	CRAMP1_SANT_R2
138	12	CRAMP1_SANT_R2
139	15	CRAMP1_SANT_R2
140	10	CRAMP1_SANT_R2
141	12	CRAMP1_SANT_R2
142	13	CRAMP1_SANT_R2
143	4	CRAMP1_SANT_R2
144	8	CRAMP1_SANT_R2
145	11	CRAMP1_SANT_R2
146	7	CRAMP1_SANT_R2
147	4	CRAMP1_SANT_R2
148	8	CRAMP1_SANT_R2
149	5	CRAMP1_SANT_R2
150	12	CRAMP1_SANT_R2
151	8	CRAMP1_SANT_R2
152	5	CRAMP1_SANT_R2
153	10	CRAMP1_SANT_R2
154	9	CRAMP1_SANT_R2
155	18	CRAMP1_SANT_R2
156	5	CRAMP1_SANT_R2
157	6	CRAMP1_SANT_R2
158	4	CRAMP1_SANT_R2
159	8	CRAMP1_SANT_R2
160	8	CRAMP1_SANT_R2
161	9	CRAMP1_SANT_R2
162	9	CRAMP1_SANT_R2
163	5	CRAMP1_SANT_R2
164	4	CRAMP1_SANT_R2
165	7	CRAMP1_SANT_R2
166	7	CRAMP1_SANT_R2
167	7	CRAMP1_SANT_R2
168	8	CRAMP1_SANT_R2
169	9	CRAMP1_SANT_R2
170	5	CRAMP1_SANT_R2
171	7	CRAMP1_SANT_R2
172	4	CRAMP1_SANT_R2
173	8	CRAMP1_SANT_R2
174	3	CRAMP1_SANT_R2
175	4	CRAMP1_SANT_R2
176	6	CRAMP1_SANT_R2
177	5	CRAMP1_SANT_R2
178	3	CRAMP1_SANT_R2
179	6	CRAMP1_SANT_R2
180	5	CRAMP1_SANT_R2
181	3	CRAMP1_SANT_R2
182	3	CRAMP1_SANT_R2
183	4	CRAMP1_SANT_R2
184	6	CRAMP1_SANT_R2
185	9	CRAMP1_SANT_R2
186	3	CRAMP1_SANT_R2
187	4	CRAMP1_SANT_R2
188	5	CRAMP1_SANT_R2
189	5	CRAMP1_SANT_R2
190	2	CRAMP1_SANT_R2
191	1	CRAMP1_SANT_R2
192	3	CRAMP1_SANT_R2
193	3	CRAMP1_SANT_R2
194	5	CRAMP1_SANT_R2
195	3	CRAMP1_SANT_R2
196	1	CRAMP1_SANT_R2
197	3	CRAMP1_SANT_R2
198	5	CRAMP1_SANT_R2
199	2	CRAMP1_SANT_R2
200	6	CRAMP1_SANT_R2
202	4	CRAMP1_SANT_R2
203	1	CRAMP1_SANT_R2
205	1	CRAMP1_SANT_R2
206	5	CRAMP1_SANT_R2
207	2	CRAMP1_SANT_R2
208	5	CRAMP1_SANT_R2
209	4	CRAMP1_SANT_R2
210	1	CRAMP1_SANT_R2
211	3	CRAMP1_SANT_R2
212	2	CRAMP1_SANT_R2
213	1	CRAMP1_SANT_R2
214	1	CRAMP1_SANT_R2
216	3	CRAMP1_SANT_R2
217	3	CRAMP1_SANT_R2
218	1	CRAMP1_SANT_R2
219	6	CRAMP1_SANT_R2
220	1	CRAMP1_SANT_R2
221	3	CRAMP1_SANT_R2
222	3	CRAMP1_SANT_R2
223	8	CRAMP1_SANT_R2
224	3	CRAMP1_SANT_R2
225	3	CRAMP1_SANT_R2
226	3	CRAMP1_SANT_R2
227	3	CRAMP1_SANT_R2
228	2	CRAMP1_SANT_R2
230	2	CRAMP1_SANT_R2
231	4	CRAMP1_SANT_R2
232	1	CRAMP1_SANT_R2
233	2	CRAMP1_SANT_R2
235	2	CRAMP1_SANT_R2
237	1	CRAMP1_SANT_R2
239	1	CRAMP1_SANT_R2
240	2	CRAMP1_SANT_R2
241	1	CRAMP1_SANT_R2
242	3	CRAMP1_SANT_R2
243	2	CRAMP1_SANT_R2
244	1	CRAMP1_SANT_R2
245	1	CRAMP1_SANT_R2
246	1	CRAMP1_SANT_R2
248	1	CRAMP1_SANT_R2
249	1	CRAMP1_SANT_R2
250	3	CRAMP1_SANT_R2
254	1	CRAMP1_SANT_R2
255	1	CRAMP1_SANT_R2
257	2	CRAMP1_SANT_R2
258	2	CRAMP1_SANT_R2
262	2	CRAMP1_SANT_R2
263	1	CRAMP1_SANT_R2
264	1	CRAMP1_SANT_R2
267	4	CRAMP1_SANT_R2
279	1	CRAMP1_SANT_R2
280	1	CRAMP1_SANT_R2
281	1	CRAMP1_SANT_R2
283	1	CRAMP1_SANT_R2
290	1	CRAMP1_SANT_R2
294	1	CRAMP1_SANT_R2
296	1	CRAMP1_SANT_R2
299	1	CRAMP1_SANT_R2
302	2	CRAMP1_SANT_R2
304	2	CRAMP1_SANT_R2
305	2	CRAMP1_SANT_R2
307	1	CRAMP1_SANT_R2
309	1	CRAMP1_SANT_R2
316	1	CRAMP1_SANT_R2
321	1	CRAMP1_SANT_R2
326	1	CRAMP1_SANT_R2
331	1	CRAMP1_SANT_R2
340	2	CRAMP1_SANT_R2
342	1	CRAMP1_SANT_R2
346	1	CRAMP1_SANT_R2
358	1	CRAMP1_SANT_R2
361	1	CRAMP1_SANT_R2
365	2	CRAMP1_SANT_R2
400	1	CRAMP1_SANT_R2
406	1	CRAMP1_SANT_R2
436	1	CRAMP1_SANT_R2
462	1	CRAMP1_SANT_R2
468	1	CRAMP1_SANT_R2
696	1	CRAMP1_SANT_R2
