#bamPEFragmentSize
Size	Occurrences	Sample
152	9	CRAMP1_D1_R3
153	10	CRAMP1_D1_R3
154	9	CRAMP1_D1_R3
155	9	CRAMP1_D1_R3
156	6	CRAMP1_D1_R3
157	11	CRAMP1_D1_R3
158	4	CRAMP1_D1_R3
159	14	CRAMP1_D1_R3
160	7	CRAMP1_D1_R3
161	6	CRAMP1_D1_R3
162	13	CRAMP1_D1_R3
163	7	CRAMP1_D1_R3
164	9	CRAMP1_D1_R3
165	8	CRAMP1_D1_R3
166	6	CRAMP1_D1_R3
167	6	CRAMP1_D1_R3
168	8	CRAMP1_D1_R3
169	7	CRAMP1_D1_R3
170	4	CRAMP1_D1_R3
171	9	CRAMP1_D1_R3
172	7	CRAMP1_D1_R3
173	6	CRAMP1_D1_R3
174	6	CRAMP1_D1_R3
175	7	CRAMP1_D1_R3
176	6	CRAMP1_D1_R3
177	7	CRAMP1_D1_R3
178	8	CRAMP1_D1_R3
179	5	CRAMP1_D1_R3
180	4	CRAMP1_D1_R3
181	9	CRAMP1_D1_R3
182	2	CRAMP1_D1_R3
183	4	CRAMP1_D1_R3
184	6	CRAMP1_D1_R3
185	5	CRAMP1_D1_R3
186	9	CRAMP1_D1_R3
187	7	CRAMP1_D1_R3
188	6	CRAMP1_D1_R3
189	5	CRAMP1_D1_R3
190	6	CRAMP1_D1_R3
191	5	CRAMP1_D1_R3
192	6	CRAMP1_D1_R3
193	3	CRAMP1_D1_R3
194	8	CRAMP1_D1_R3
195	5	CRAMP1_D1_R3
196	5	CRAMP1_D1_R3
197	7	CRAMP1_D1_R3
198	2	CRAMP1_D1_R3
199	7	CRAMP1_D1_R3
200	4	CRAMP1_D1_R3
201	5	CRAMP1_D1_R3
202	3	CRAMP1_D1_R3
203	2	CRAMP1_D1_R3
204	4	CRAMP1_D1_R3
205	2	CRAMP1_D1_R3
206	2	CRAMP1_D1_R3
207	4	CRAMP1_D1_R3
208	2	CRAMP1_D1_R3
209	3	CRAMP1_D1_R3
210	4	CRAMP1_D1_R3
211	5	CRAMP1_D1_R3
212	8	CRAMP1_D1_R3
213	4	CRAMP1_D1_R3
214	2	CRAMP1_D1_R3
215	4	CRAMP1_D1_R3
216	1	CRAMP1_D1_R3
217	5	CRAMP1_D1_R3
218	2	CRAMP1_D1_R3
219	5	CRAMP1_D1_R3
220	7	CRAMP1_D1_R3
221	8	CRAMP1_D1_R3
222	4	CRAMP1_D1_R3
223	4	CRAMP1_D1_R3
224	6	CRAMP1_D1_R3
225	4	CRAMP1_D1_R3
226	1	CRAMP1_D1_R3
227	5	CRAMP1_D1_R3
228	6	CRAMP1_D1_R3
229	5	CRAMP1_D1_R3
231	6	CRAMP1_D1_R3
232	3	CRAMP1_D1_R3
233	3	CRAMP1_D1_R3
234	2	CRAMP1_D1_R3
235	5	CRAMP1_D1_R3
236	3	CRAMP1_D1_R3
237	4	CRAMP1_D1_R3
238	3	CRAMP1_D1_R3
240	2	CRAMP1_D1_R3
241	2	CRAMP1_D1_R3
242	2	CRAMP1_D1_R3
244	2	CRAMP1_D1_R3
245	1	CRAMP1_D1_R3
246	3	CRAMP1_D1_R3
247	4	CRAMP1_D1_R3
248	3	CRAMP1_D1_R3
249	1	CRAMP1_D1_R3
250	1	CRAMP1_D1_R3
251	3	CRAMP1_D1_R3
252	1	CRAMP1_D1_R3
253	1	CRAMP1_D1_R3
254	3	CRAMP1_D1_R3
255	3	CRAMP1_D1_R3
256	1	CRAMP1_D1_R3
257	2	CRAMP1_D1_R3
258	3	CRAMP1_D1_R3
260	2	CRAMP1_D1_R3
261	1	CRAMP1_D1_R3
262	3	CRAMP1_D1_R3
265	2	CRAMP1_D1_R3
266	2	CRAMP1_D1_R3
267	2	CRAMP1_D1_R3
269	3	CRAMP1_D1_R3
271	1	CRAMP1_D1_R3
272	2	CRAMP1_D1_R3
273	1	CRAMP1_D1_R3
274	1	CRAMP1_D1_R3
275	1	CRAMP1_D1_R3
277	1	CRAMP1_D1_R3
278	1	CRAMP1_D1_R3
279	1	CRAMP1_D1_R3
280	1	CRAMP1_D1_R3
284	4	CRAMP1_D1_R3
285	2	CRAMP1_D1_R3
286	1	CRAMP1_D1_R3
288	1	CRAMP1_D1_R3
290	2	CRAMP1_D1_R3
292	2	CRAMP1_D1_R3
293	1	CRAMP1_D1_R3
294	2	CRAMP1_D1_R3
295	1	CRAMP1_D1_R3
296	1	CRAMP1_D1_R3
301	1	CRAMP1_D1_R3
302	1	CRAMP1_D1_R3
304	1	CRAMP1_D1_R3
305	1	CRAMP1_D1_R3
307	1	CRAMP1_D1_R3
312	2	CRAMP1_D1_R3
313	2	CRAMP1_D1_R3
318	1	CRAMP1_D1_R3
322	1	CRAMP1_D1_R3
324	1	CRAMP1_D1_R3
327	1	CRAMP1_D1_R3
329	1	CRAMP1_D1_R3
343	1	CRAMP1_D1_R3
344	2	CRAMP1_D1_R3
346	1	CRAMP1_D1_R3
347	1	CRAMP1_D1_R3
349	1	CRAMP1_D1_R3
356	1	CRAMP1_D1_R3
360	1	CRAMP1_D1_R3
367	1	CRAMP1_D1_R3
372	1	CRAMP1_D1_R3
373	1	CRAMP1_D1_R3
383	1	CRAMP1_D1_R3
392	1	CRAMP1_D1_R3
417	1	CRAMP1_D1_R3
