#bamPEFragmentSize
Size	Occurrences	Sample
92	32	CRAMP1_WT_R2
93	15	CRAMP1_WT_R2
94	19	CRAMP1_WT_R2
95	30	CRAMP1_WT_R2
96	34	CRAMP1_WT_R2
97	36	CRAMP1_WT_R2
98	27	CRAMP1_WT_R2
99	39	CRAMP1_WT_R2
100	32	CRAMP1_WT_R2
101	55	CRAMP1_WT_R2
102	31	CRAMP1_WT_R2
103	37	CRAMP1_WT_R2
104	31	CRAMP1_WT_R2
105	31	CRAMP1_WT_R2
106	25	CRAMP1_WT_R2
107	27	CRAMP1_WT_R2
108	25	CRAMP1_WT_R2
109	29	CRAMP1_WT_R2
110	45	CRAMP1_WT_R2
111	33	CRAMP1_WT_R2
112	38	CRAMP1_WT_R2
113	38	CRAMP1_WT_R2
114	20	CRAMP1_WT_R2
115	20	CRAMP1_WT_R2
116	25	CRAMP1_WT_R2
117	28	CRAMP1_WT_R2
118	31	CRAMP1_WT_R2
119	34	CRAMP1_WT_R2
120	32	CRAMP1_WT_R2
121	29	CRAMP1_WT_R2
122	28	CRAMP1_WT_R2
123	21	CRAMP1_WT_R2
124	31	CRAMP1_WT_R2
125	25	CRAMP1_WT_R2
126	21	CRAMP1_WT_R2
127	26	CRAMP1_WT_R2
128	22	CRAMP1_WT_R2
129	21	CRAMP1_WT_R2
130	32	CRAMP1_WT_R2
131	38	CRAMP1_WT_R2
132	25	CRAMP1_WT_R2
133	16	CRAMP1_WT_R2
134	17	CRAMP1_WT_R2
135	20	CRAMP1_WT_R2
136	22	CRAMP1_WT_R2
137	17	CRAMP1_WT_R2
138	22	CRAMP1_WT_R2
139	25	CRAMP1_WT_R2
140	22	CRAMP1_WT_R2
141	23	CRAMP1_WT_R2
142	29	CRAMP1_WT_R2
143	24	CRAMP1_WT_R2
144	24	CRAMP1_WT_R2
145	20	CRAMP1_WT_R2
146	20	CRAMP1_WT_R2
147	24	CRAMP1_WT_R2
148	18	CRAMP1_WT_R2
149	19	CRAMP1_WT_R2
150	26	CRAMP1_WT_R2
151	17	CRAMP1_WT_R2
152	15	CRAMP1_WT_R2
153	15	CRAMP1_WT_R2
154	12	CRAMP1_WT_R2
155	11	CRAMP1_WT_R2
156	17	CRAMP1_WT_R2
157	9	CRAMP1_WT_R2
158	16	CRAMP1_WT_R2
159	23	CRAMP1_WT_R2
160	19	CRAMP1_WT_R2
161	15	CRAMP1_WT_R2
162	9	CRAMP1_WT_R2
163	9	CRAMP1_WT_R2
164	15	CRAMP1_WT_R2
165	13	CRAMP1_WT_R2
166	11	CRAMP1_WT_R2
167	14	CRAMP1_WT_R2
168	15	CRAMP1_WT_R2
169	9	CRAMP1_WT_R2
170	12	CRAMP1_WT_R2
171	9	CRAMP1_WT_R2
172	18	CRAMP1_WT_R2
173	8	CRAMP1_WT_R2
174	9	CRAMP1_WT_R2
175	13	CRAMP1_WT_R2
176	14	CRAMP1_WT_R2
177	8	CRAMP1_WT_R2
178	7	CRAMP1_WT_R2
179	9	CRAMP1_WT_R2
180	10	CRAMP1_WT_R2
181	10	CRAMP1_WT_R2
182	6	CRAMP1_WT_R2
183	3	CRAMP1_WT_R2
184	9	CRAMP1_WT_R2
185	6	CRAMP1_WT_R2
186	8	CRAMP1_WT_R2
187	5	CRAMP1_WT_R2
188	4	CRAMP1_WT_R2
189	7	CRAMP1_WT_R2
190	5	CRAMP1_WT_R2
191	4	CRAMP1_WT_R2
192	6	CRAMP1_WT_R2
193	4	CRAMP1_WT_R2
194	3	CRAMP1_WT_R2
195	3	CRAMP1_WT_R2
196	2	CRAMP1_WT_R2
197	5	CRAMP1_WT_R2
198	4	CRAMP1_WT_R2
199	3	CRAMP1_WT_R2
200	8	CRAMP1_WT_R2
201	3	CRAMP1_WT_R2
202	8	CRAMP1_WT_R2
203	4	CRAMP1_WT_R2
204	2	CRAMP1_WT_R2
205	5	CRAMP1_WT_R2
206	4	CRAMP1_WT_R2
207	8	CRAMP1_WT_R2
208	3	CRAMP1_WT_R2
209	2	CRAMP1_WT_R2
210	5	CRAMP1_WT_R2
211	3	CRAMP1_WT_R2
212	1	CRAMP1_WT_R2
213	2	CRAMP1_WT_R2
214	1	CRAMP1_WT_R2
215	2	CRAMP1_WT_R2
216	3	CRAMP1_WT_R2
217	1	CRAMP1_WT_R2
219	4	CRAMP1_WT_R2
220	4	CRAMP1_WT_R2
221	3	CRAMP1_WT_R2
222	10	CRAMP1_WT_R2
223	4	CRAMP1_WT_R2
224	1	CRAMP1_WT_R2
225	5	CRAMP1_WT_R2
226	1	CRAMP1_WT_R2
227	4	CRAMP1_WT_R2
228	2	CRAMP1_WT_R2
229	3	CRAMP1_WT_R2
230	2	CRAMP1_WT_R2
231	1	CRAMP1_WT_R2
232	1	CRAMP1_WT_R2
234	5	CRAMP1_WT_R2
235	1	CRAMP1_WT_R2
236	2	CRAMP1_WT_R2
238	1	CRAMP1_WT_R2
239	1	CRAMP1_WT_R2
241	2	CRAMP1_WT_R2
242	2	CRAMP1_WT_R2
244	1	CRAMP1_WT_R2
246	1	CRAMP1_WT_R2
247	2	CRAMP1_WT_R2
248	3	CRAMP1_WT_R2
249	4	CRAMP1_WT_R2
250	2	CRAMP1_WT_R2
255	1	CRAMP1_WT_R2
259	1	CRAMP1_WT_R2
263	1	CRAMP1_WT_R2
267	1	CRAMP1_WT_R2
268	2	CRAMP1_WT_R2
270	1	CRAMP1_WT_R2
278	1	CRAMP1_WT_R2
282	1	CRAMP1_WT_R2
293	1	CRAMP1_WT_R2
296	1	CRAMP1_WT_R2
298	1	CRAMP1_WT_R2
302	1	CRAMP1_WT_R2
305	1	CRAMP1_WT_R2
307	1	CRAMP1_WT_R2
310	2	CRAMP1_WT_R2
316	1	CRAMP1_WT_R2
317	1	CRAMP1_WT_R2
318	1	CRAMP1_WT_R2
323	1	CRAMP1_WT_R2
326	1	CRAMP1_WT_R2
327	1	CRAMP1_WT_R2
330	1	CRAMP1_WT_R2
333	1	CRAMP1_WT_R2
341	1	CRAMP1_WT_R2
342	1	CRAMP1_WT_R2
348	1	CRAMP1_WT_R2
361	1	CRAMP1_WT_R2
372	1	CRAMP1_WT_R2
388	1	CRAMP1_WT_R2
430	1	CRAMP1_WT_R2
486	1	CRAMP1_WT_R2
506	1	CRAMP1_WT_R2
