#bamPEFragmentSize
Size	Occurrences	Sample
134	25	CRAMP1_D1_R1
135	23	CRAMP1_D1_R1
136	27	CRAMP1_D1_R1
137	18	CRAMP1_D1_R1
138	25	CRAMP1_D1_R1
139	34	CRAMP1_D1_R1
140	19	CRAMP1_D1_R1
141	18	CRAMP1_D1_R1
142	23	CRAMP1_D1_R1
143	16	CRAMP1_D1_R1
144	21	CRAMP1_D1_R1
145	15	CRAMP1_D1_R1
146	15	CRAMP1_D1_R1
147	20	CRAMP1_D1_R1
148	19	CRAMP1_D1_R1
149	19	CRAMP1_D1_R1
150	20	CRAMP1_D1_R1
151	15	CRAMP1_D1_R1
152	21	CRAMP1_D1_R1
153	16	CRAMP1_D1_R1
154	17	CRAMP1_D1_R1
155	17	CRAMP1_D1_R1
156	14	CRAMP1_D1_R1
157	20	CRAMP1_D1_R1
158	20	CRAMP1_D1_R1
159	10	CRAMP1_D1_R1
160	18	CRAMP1_D1_R1
161	14	CRAMP1_D1_R1
162	12	CRAMP1_D1_R1
163	10	CRAMP1_D1_R1
164	15	CRAMP1_D1_R1
165	20	CRAMP1_D1_R1
166	14	CRAMP1_D1_R1
167	9	CRAMP1_D1_R1
168	10	CRAMP1_D1_R1
169	7	CRAMP1_D1_R1
170	4	CRAMP1_D1_R1
171	6	CRAMP1_D1_R1
172	10	CRAMP1_D1_R1
173	13	CRAMP1_D1_R1
174	10	CRAMP1_D1_R1
175	9	CRAMP1_D1_R1
176	8	CRAMP1_D1_R1
177	10	CRAMP1_D1_R1
178	6	CRAMP1_D1_R1
179	7	CRAMP1_D1_R1
180	6	CRAMP1_D1_R1
181	10	CRAMP1_D1_R1
182	7	CRAMP1_D1_R1
183	3	CRAMP1_D1_R1
184	6	CRAMP1_D1_R1
185	10	CRAMP1_D1_R1
186	5	CRAMP1_D1_R1
187	5	CRAMP1_D1_R1
188	7	CRAMP1_D1_R1
189	4	CRAMP1_D1_R1
190	3	CRAMP1_D1_R1
191	4	CRAMP1_D1_R1
192	8	CRAMP1_D1_R1
193	4	CRAMP1_D1_R1
194	9	CRAMP1_D1_R1
195	2	CRAMP1_D1_R1
196	3	CRAMP1_D1_R1
197	5	CRAMP1_D1_R1
198	9	CRAMP1_D1_R1
199	4	CRAMP1_D1_R1
200	1	CRAMP1_D1_R1
201	6	CRAMP1_D1_R1
202	5	CRAMP1_D1_R1
203	3	CRAMP1_D1_R1
204	8	CRAMP1_D1_R1
205	4	CRAMP1_D1_R1
206	3	CRAMP1_D1_R1
207	2	CRAMP1_D1_R1
208	4	CRAMP1_D1_R1
209	2	CRAMP1_D1_R1
210	1	CRAMP1_D1_R1
211	2	CRAMP1_D1_R1
212	3	CRAMP1_D1_R1
213	4	CRAMP1_D1_R1
214	3	CRAMP1_D1_R1
215	2	CRAMP1_D1_R1
216	2	CRAMP1_D1_R1
217	1	CRAMP1_D1_R1
218	1	CRAMP1_D1_R1
220	2	CRAMP1_D1_R1
221	3	CRAMP1_D1_R1
222	3	CRAMP1_D1_R1
224	2	CRAMP1_D1_R1
225	1	CRAMP1_D1_R1
226	2	CRAMP1_D1_R1
227	2	CRAMP1_D1_R1
228	4	CRAMP1_D1_R1
229	3	CRAMP1_D1_R1
230	1	CRAMP1_D1_R1
231	2	CRAMP1_D1_R1
232	1	CRAMP1_D1_R1
233	1	CRAMP1_D1_R1
235	1	CRAMP1_D1_R1
236	1	CRAMP1_D1_R1
238	2	CRAMP1_D1_R1
239	2	CRAMP1_D1_R1
240	3	CRAMP1_D1_R1
241	1	CRAMP1_D1_R1
243	2	CRAMP1_D1_R1
246	5	CRAMP1_D1_R1
247	1	CRAMP1_D1_R1
248	1	CRAMP1_D1_R1
249	3	CRAMP1_D1_R1
250	1	CRAMP1_D1_R1
253	1	CRAMP1_D1_R1
255	3	CRAMP1_D1_R1
256	1	CRAMP1_D1_R1
257	2	CRAMP1_D1_R1
260	1	CRAMP1_D1_R1
261	1	CRAMP1_D1_R1
262	2	CRAMP1_D1_R1
264	1	CRAMP1_D1_R1
265	2	CRAMP1_D1_R1
266	2	CRAMP1_D1_R1
267	1	CRAMP1_D1_R1
272	3	CRAMP1_D1_R1
278	2	CRAMP1_D1_R1
283	1	CRAMP1_D1_R1
288	2	CRAMP1_D1_R1
291	1	CRAMP1_D1_R1
293	2	CRAMP1_D1_R1
295	2	CRAMP1_D1_R1
301	2	CRAMP1_D1_R1
302	1	CRAMP1_D1_R1
304	1	CRAMP1_D1_R1
310	1	CRAMP1_D1_R1
320	2	CRAMP1_D1_R1
323	1	CRAMP1_D1_R1
328	1	CRAMP1_D1_R1
340	1	CRAMP1_D1_R1
341	1	CRAMP1_D1_R1
354	1	CRAMP1_D1_R1
356	1	CRAMP1_D1_R1
361	1	CRAMP1_D1_R1
365	1	CRAMP1_D1_R1
371	1	CRAMP1_D1_R1
374	1	CRAMP1_D1_R1
375	1	CRAMP1_D1_R1
386	1	CRAMP1_D1_R1
393	1	CRAMP1_D1_R1
395	1	CRAMP1_D1_R1
397	1	CRAMP1_D1_R1
403	1	CRAMP1_D1_R1
461	1	CRAMP1_D1_R1
