#bamPEFragmentSize
Size	Occurrences	Sample
140	19	GFP_R2
141	19	GFP_R2
142	13	GFP_R2
143	23	GFP_R2
144	11	GFP_R2
145	13	GFP_R2
146	12	GFP_R2
147	12	GFP_R2
148	17	GFP_R2
149	22	GFP_R2
150	15	GFP_R2
151	17	GFP_R2
152	24	GFP_R2
153	20	GFP_R2
154	13	GFP_R2
155	15	GFP_R2
156	11	GFP_R2
157	12	GFP_R2
158	14	GFP_R2
159	13	GFP_R2
160	9	GFP_R2
161	9	GFP_R2
162	6	GFP_R2
163	7	GFP_R2
164	10	GFP_R2
165	12	GFP_R2
166	11	GFP_R2
167	14	GFP_R2
168	10	GFP_R2
169	9	GFP_R2
170	9	GFP_R2
171	10	GFP_R2
172	7	GFP_R2
173	6	GFP_R2
174	7	GFP_R2
175	10	GFP_R2
176	13	GFP_R2
177	3	GFP_R2
178	3	GFP_R2
179	6	GFP_R2
180	5	GFP_R2
181	6	GFP_R2
182	10	GFP_R2
183	7	GFP_R2
184	5	GFP_R2
185	3	GFP_R2
186	6	GFP_R2
187	5	GFP_R2
188	10	GFP_R2
189	3	GFP_R2
190	5	GFP_R2
191	2	GFP_R2
192	4	GFP_R2
193	6	GFP_R2
194	8	GFP_R2
195	4	GFP_R2
196	1	GFP_R2
197	4	GFP_R2
198	4	GFP_R2
200	3	GFP_R2
201	3	GFP_R2
202	5	GFP_R2
203	4	GFP_R2
204	3	GFP_R2
205	5	GFP_R2
206	7	GFP_R2
207	5	GFP_R2
208	2	GFP_R2
209	1	GFP_R2
210	7	GFP_R2
211	7	GFP_R2
212	5	GFP_R2
213	1	GFP_R2
214	1	GFP_R2
215	4	GFP_R2
216	3	GFP_R2
217	4	GFP_R2
220	5	GFP_R2
221	3	GFP_R2
222	3	GFP_R2
223	1	GFP_R2
224	1	GFP_R2
225	2	GFP_R2
227	4	GFP_R2
228	2	GFP_R2
229	3	GFP_R2
230	3	GFP_R2
231	1	GFP_R2
232	6	GFP_R2
233	1	GFP_R2
234	1	GFP_R2
235	1	GFP_R2
238	1	GFP_R2
239	2	GFP_R2
240	1	GFP_R2
241	1	GFP_R2
243	2	GFP_R2
244	1	GFP_R2
245	2	GFP_R2
247	1	GFP_R2
249	1	GFP_R2
250	3	GFP_R2
251	1	GFP_R2
253	6	GFP_R2
254	3	GFP_R2
256	1	GFP_R2
257	1	GFP_R2
258	1	GFP_R2
262	1	GFP_R2
264	1	GFP_R2
265	1	GFP_R2
267	1	GFP_R2
268	3	GFP_R2
273	1	GFP_R2
275	1	GFP_R2
277	1	GFP_R2
278	1	GFP_R2
282	1	GFP_R2
286	1	GFP_R2
288	1	GFP_R2
294	1	GFP_R2
296	1	GFP_R2
297	1	GFP_R2
303	1	GFP_R2
304	2	GFP_R2
306	1	GFP_R2
307	3	GFP_R2
315	2	GFP_R2
318	1	GFP_R2
322	2	GFP_R2
325	1	GFP_R2
329	1	GFP_R2
331	1	GFP_R2
334	1	GFP_R2
336	1	GFP_R2
339	1	GFP_R2
345	1	GFP_R2
358	1	GFP_R2
364	1	GFP_R2
382	1	GFP_R2
389	1	GFP_R2
391	1	GFP_R2
395	2	GFP_R2
400	1	GFP_R2
404	1	GFP_R2
406	1	GFP_R2
413	1	GFP_R2
425	2	GFP_R2
430	1	GFP_R2
446	1	GFP_R2
463	1	GFP_R2
495	1	GFP_R2
496	1	GFP_R2
502	1	GFP_R2
558	1	GFP_R2
