#bamPEFragmentSize
Size	Occurrences	Sample
211	2	CRAMP1_WT_R3
212	4	CRAMP1_WT_R3
215	2	CRAMP1_WT_R3
216	3	CRAMP1_WT_R3
219	2	CRAMP1_WT_R3
221	1	CRAMP1_WT_R3
222	1	CRAMP1_WT_R3
223	4	CRAMP1_WT_R3
224	3	CRAMP1_WT_R3
225	1	CRAMP1_WT_R3
226	2	CRAMP1_WT_R3
227	3	CRAMP1_WT_R3
228	6	CRAMP1_WT_R3
229	1	CRAMP1_WT_R3
230	1	CRAMP1_WT_R3
231	2	CRAMP1_WT_R3
233	4	CRAMP1_WT_R3
234	2	CRAMP1_WT_R3
235	1	CRAMP1_WT_R3
237	2	CRAMP1_WT_R3
238	1	CRAMP1_WT_R3
239	2	CRAMP1_WT_R3
240	2	CRAMP1_WT_R3
241	3	CRAMP1_WT_R3
242	1	CRAMP1_WT_R3
243	1	CRAMP1_WT_R3
244	5	CRAMP1_WT_R3
245	2	CRAMP1_WT_R3
246	3	CRAMP1_WT_R3
248	1	CRAMP1_WT_R3
249	2	CRAMP1_WT_R3
250	1	CRAMP1_WT_R3
251	1	CRAMP1_WT_R3
252	1	CRAMP1_WT_R3
253	3	CRAMP1_WT_R3
254	2	CRAMP1_WT_R3
255	2	CRAMP1_WT_R3
257	1	CRAMP1_WT_R3
260	2	CRAMP1_WT_R3
261	1	CRAMP1_WT_R3
263	3	CRAMP1_WT_R3
265	1	CRAMP1_WT_R3
267	1	CRAMP1_WT_R3
272	1	CRAMP1_WT_R3
275	1	CRAMP1_WT_R3
277	1	CRAMP1_WT_R3
278	3	CRAMP1_WT_R3
279	1	CRAMP1_WT_R3
280	1	CRAMP1_WT_R3
281	1	CRAMP1_WT_R3
282	1	CRAMP1_WT_R3
283	2	CRAMP1_WT_R3
284	1	CRAMP1_WT_R3
287	1	CRAMP1_WT_R3
291	2	CRAMP1_WT_R3
294	1	CRAMP1_WT_R3
295	1	CRAMP1_WT_R3
296	2	CRAMP1_WT_R3
298	1	CRAMP1_WT_R3
299	1	CRAMP1_WT_R3
303	1	CRAMP1_WT_R3
307	1	CRAMP1_WT_R3
312	1	CRAMP1_WT_R3
320	1	CRAMP1_WT_R3
323	1	CRAMP1_WT_R3
324	2	CRAMP1_WT_R3
325	1	CRAMP1_WT_R3
328	2	CRAMP1_WT_R3
331	1	CRAMP1_WT_R3
333	1	CRAMP1_WT_R3
337	1	CRAMP1_WT_R3
338	2	CRAMP1_WT_R3
348	1	CRAMP1_WT_R3
349	1	CRAMP1_WT_R3
352	1	CRAMP1_WT_R3
356	1	CRAMP1_WT_R3
358	1	CRAMP1_WT_R3
374	1	CRAMP1_WT_R3
375	1	CRAMP1_WT_R3
379	1	CRAMP1_WT_R3
380	1	CRAMP1_WT_R3
385	1	CRAMP1_WT_R3
402	1	CRAMP1_WT_R3
405	1	CRAMP1_WT_R3
413	1	CRAMP1_WT_R3
421	1	CRAMP1_WT_R3
422	1	CRAMP1_WT_R3
426	2	CRAMP1_WT_R3
443	1	CRAMP1_WT_R3
484	1	CRAMP1_WT_R3
517	1	CRAMP1_WT_R3
538	1	CRAMP1_WT_R3
544	1	CRAMP1_WT_R3
548	1	CRAMP1_WT_R3
585	1	CRAMP1_WT_R3
